player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,ts,od,div
Trey Lyles,PF,26,TOT,75,23,1537,8.3,17.8,0.466,2.1,6.6,0.321,6.2,11.2,0.552,6.2,7.7,0.802,2.8,9.2,12,2.8,0.9,1,2.3,3.9,24.8,116,114,0.5852369265622049,1.0175438596491229,NA
Trey Lyles,PF,26,DET,51,3,990,8.6,18.9,0.456,2.2,7.2,0.301,6.5,11.7,0.55,6.8,8.7,0.784,3,9.1,12,2.9,1.1,1.3,2.7,4.5,26.2,113,113,0.5763815557902148,1,C
Théo Maledon,PG,20,OKC,51,7,908,6.4,17,0.375,2.4,8,0.293,4,9,0.449,4.2,5.4,0.79,1.1,6,7,6,1.7,0.6,3.5,3.6,19.4,99,114,0.5006193228736581,0.868421052631579,NW
Terance Mann,SF,25,LAC,81,33,2317,7.1,14.6,0.484,1.6,4.4,0.365,5.5,10.2,0.535,2.7,3.5,0.78,2.2,6.8,9,4.4,1.2,0.4,1.8,3.8,18.4,117,112,0.5700123915737298,1.0446428571428572,P
Tre Mann,PG,20,OKC,60,26,1367,8.2,21,0.393,3.5,9.7,0.36,4.7,11.3,0.421,2.3,2.9,0.793,0.9,5.2,6.1,3.2,1.7,0.4,2.5,3.6,22.3,97,114,0.5005386963548214,0.8508771929824561,NW
Lauri Markkanen,SF,24,CLE,61,61,1878,8.3,18.7,0.445,3.6,10.1,0.358,4.7,8.6,0.548,3.7,4.2,0.868,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117,110,0.5815651158263578,1.0636363636363637,C
Naji Marshall,SF,24,NOP,55,4,735,7.3,18.1,0.405,1.4,7.1,0.2,5.9,11,0.537,5,6.2,0.796,2.6,7,9.5,4.2,2.2,0.5,3.1,4.6,21,103,112,0.5041290570386018,0.9196428571428571,SW
Caleb Martin,SF,26,MIA,60,12,1372,7.6,15,0.507,2.3,5.7,0.413,5.3,9.3,0.565,2.6,3.4,0.763,2.6,5.8,8.4,2.3,2.1,1.1,1.9,3.8,20.1,119,108,0.6092386032977692,1.1018518518518519,SE
Cody Martin,SF,26,CHO,71,11,1866,5.2,10.9,0.482,1.6,4.1,0.384,3.7,6.8,0.542,1.9,2.8,0.701,2.1,5.2,7.3,4.6,2.3,0.8,1.6,3,14,120,114,0.5769864820309925,1.0526315789473684,SE
Kenyon Martin Jr.,SF,21,HOU,79,2,1656,8,15,0.533,1.7,4.8,0.357,6.3,10.2,0.617,2.2,3.5,0.634,2.3,6.2,8.5,2.9,1,1.1,1.7,3.2,20,118,118,0.6045949214026602,1,SW
Garrison Mathews,SG,25,HOU,65,33,1712,5.1,12.8,0.399,3.9,10.7,0.36,1.3,2.1,0.6,4,5,0.794,0.9,4.4,5.3,1.8,1.6,0.7,1.1,4.7,18.1,120,118,0.6033333333333334,1.0169491525423728,SW
Wesley Matthews,SG,35,MIL,49,14,1002,4.2,10.5,0.395,2.5,7.5,0.338,1.6,3,0.54,1.1,1.3,0.786,1.4,3,4.4,1.7,1.1,0.4,0.9,4.2,11.9,113,116,0.5373916184971099,0.9741379310344828,C
Tyrese Maxey,PG,21,PHI,75,74,2650,9.1,18.7,0.485,2.5,5.8,0.427,6.6,12.9,0.512,4,4.6,0.866,0.5,4,4.5,6,1,0.6,1.7,2.9,24.7,121,115,0.5959274271376181,1.0521739130434782,A
CJ McCollum,SG,30,TOT,62,62,2145,12.3,26.6,0.46,4.2,10.7,0.388,8.1,15.9,0.509,2.7,3.9,0.682,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,111,117,0.5526910580590478,0.9487179487179487,NA
Jaden McDaniels,PF,21,MIN,70,31,1803,6.7,14.6,0.46,2.1,6.6,0.317,4.6,8,0.579,1.5,1.9,0.803,2,5.7,7.7,2.1,1.4,1.4,2,5.9,17.1,108,113,0.553899974086551,0.9557522123893806,NW
Jalen McDaniels,SF,24,CHO,55,2,895,6.6,13.6,0.484,2.2,5.8,0.38,4.4,7.8,0.562,2.8,3.9,0.736,2,7.1,9.1,3.1,1.4,1.2,1.9,5,18.2,116,114,0.5941499085923218,1.0175438596491229,SE
Doug McDermott,PF,30,SAS,51,51,1223,8.4,18.2,0.462,4.2,10,0.422,4.2,8.2,0.512,1.6,2,0.784,0.7,3.8,4.5,2.5,0.5,0.2,1.7,3.1,22.7,112,118,0.5948637316561846,0.9491525423728814,SW
JaVale McGee,C,34,PHO,74,17,1172,11.8,18.8,0.629,0.1,0.4,0.222,11.7,18.4,0.637,4.2,6,0.699,6.7,13.7,20.4,1.7,0.9,3.3,4,7.4,27.9,118,102,0.6506529850746268,1.1568627450980393,NA
Rodney McGruder,SG,30,DET,51,2,754,6.3,14.6,0.436,3.8,9.4,0.397,2.6,5.1,0.506,1.2,1.7,0.731,2,5.2,7.2,3.1,1.4,0.5,1.6,3.8,17.7,115,116,0.5766223612197029,0.9913793103448276,C
Jordan McLaughlin,PG,25,MIN,62,3,902,4.6,10.5,0.44,1.4,4.5,0.318,3.2,6.1,0.53,1.6,2.1,0.75,1.2,3.8,5,9.5,3,0.5,2,2.8,12.3,122,112,0.5383403361344539,1.0892857142857142,NW
Ben McLemore,SG,28,POR,64,6,1285,8.2,20.5,0.401,5.7,15.9,0.362,2.5,4.6,0.533,2.7,3.3,0.818,0.5,3.5,3.9,2.2,1.4,0.4,2.1,3.9,24.9,108,120,0.5671465014577259,0.9,NW
De'Anthony Melton,SG,23,MEM,73,15,1657,8.1,20.1,0.404,4,10.7,0.374,4.1,9.3,0.44,2.6,3.5,0.75,1.8,7.6,9.5,5.6,3,1.1,3.2,3.7,22.8,108,107,0.5268022181146026,1.0093457943925233,SW
Chimezie Metu,C,24,SAC,60,20,1279,7.6,16.9,0.452,2.1,7,0.306,5.5,9.9,0.555,2.7,3.4,0.78,1.3,11.3,12.6,2.3,1.9,1.2,2.3,3.5,20.1,104,111,0.54631441617743,0.9369369369369369,P
Khris Middleton,SF,30,MIL,66,66,2141,10.1,22.9,0.443,3.6,9.7,0.373,6.5,13.2,0.494,5.8,6.5,0.89,0.9,7.1,8,8,1.7,0.4,4.3,3.6,29.7,112,112,0.5764751552795031,1,C
Patty Mills,SG,33,BRK,81,48,2346,6.7,16.4,0.408,4.7,11.7,0.4,2,4.7,0.429,1,1.2,0.814,0.4,2.9,3.2,3.8,1.1,0.4,1.5,2.3,19.1,112,117,0.5641540642722118,0.9572649572649573,A
Shake Milton,SG,25,PHI,55,6,1179,7.3,17,0.429,1.8,5.6,0.323,5.5,11.4,0.481,2.6,3.1,0.836,1.3,4.7,6,5.9,1.2,0.7,1.9,4.2,19,109,114,0.5173164887824003,0.956140350877193,A
Davion Mitchell,PG,23,SAC,75,19,2076,8.2,19.5,0.418,2.3,7.4,0.316,5.8,12.1,0.48,1.3,2,0.659,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20,101,118,0.49067713444553485,0.8559322033898306,P
Donovan Mitchell,SG,25,UTA,67,67,2266,13.5,30,0.448,5.1,14.3,0.355,8.4,15.7,0.533,5.8,6.8,0.853,1.2,5,6.2,7.8,2.2,0.3,4.4,3.6,37.8,114,111,0.5728661493695442,1.027027027027027,NW
Evan Mobley,PF,20,CLE,69,69,2331,9,17.8,0.508,0.5,2,0.25,8.5,15.8,0.541,3.6,5.4,0.663,3.1,9.1,12.2,3.7,1.2,2.5,2.8,3.1,22.2,109,107,0.5501586042823156,1.0186915887850467,C
Malik Monk,SG,23,LAL,76,37,2139,8.8,18.5,0.473,3.9,9.9,0.391,4.9,8.6,0.568,2.1,2.6,0.795,0.8,4.9,5.7,4.9,1.4,0.6,2.7,3.1,23.5,112,115,0.5981470169008349,0.9739130434782609,P
Moses Moody,SG,19,GSW,52,11,607,6.4,14.7,0.437,3.2,8.8,0.364,3.2,5.9,0.548,2.2,2.9,0.778,1.4,5.1,6.4,1.8,0.6,0.8,1,3.5,18.3,115,111,0.5727341011517276,1.0360360360360361,P
Ja Morant,PG,22,MEM,57,57,1889,14.7,29.8,0.493,2.2,6.5,0.344,12.5,23.3,0.534,8,10.5,0.761,2,6.3,8.2,9.7,1.7,0.6,5,2.2,39.6,116,111,0.5752469494479954,1.045045045045045,SW
Marcus Morris,PF,32,LAC,54,54,1564,9.4,21.6,0.434,3.2,8.6,0.367,6.2,13,0.478,4,4.6,0.872,0.8,6.7,7.5,3.5,0.9,0.6,2.2,3.6,26,108,112,0.5502878428716559,0.9642857142857143,P
Monte Morris,PG,26,DEN,75,74,2239,8.2,16.9,0.484,2.7,6.9,0.395,5.5,10.1,0.545,1.6,1.8,0.869,0.6,4.4,5,7.3,1.2,0.3,1.7,2,20.7,120,115,0.5850101740899841,1.0434782608695652,NW
Trey Murphy III,SF,21,NOP,62,1,864,6.2,15.8,0.394,4.1,10.6,0.382,2.2,5.2,0.418,2.6,2.9,0.882,2.7,5.7,8.4,2.2,1.3,0.4,0.9,3.4,19.1,120,115,0.5592644647458421,1.0434782608695652,SW
Dejounte Murray,PG,25,SAS,68,68,2366,11.6,25.2,0.462,1.9,6,0.327,9.7,19.2,0.504,4,5,0.794,1.6,9.8,11.4,12.7,2.8,0.5,3.7,2.8,29.2,113,108,0.5328467153284672,1.0462962962962963,SW
Mike Muscala,C,30,OKC,43,0,592,9.3,20.4,0.456,5.8,13.4,0.429,3.5,7,0.506,3.9,4.7,0.842,1.7,8.9,10.6,1.8,1.5,2.1,1.2,4.8,28.3,124,110,0.629784582517358,1.1272727272727272,NW
Svi Mykhailiuk,SF,24,TOR,56,5,716,6.4,16.3,0.389,2.9,9.4,0.306,3.5,7,0.5,2.2,2.6,0.865,1.4,5,6.4,3.1,1.8,0.3,2.2,3.8,17.8,104,113,0.510204081632653,0.9203539823008849,A
Larry Nance Jr.,C-PF,29,TOT,46,11,1040,6.1,11.6,0.522,1.1,3.3,0.329,5,8.3,0.599,1.9,2.7,0.702,3.4,8.3,11.7,3.8,2,0.9,1.7,4,15.1,121,114,0.5903972474194558,1.0614035087719298,NA
Aaron Nesmith,SF,22,BOS,52,3,574,6.2,15.8,0.396,2.7,10,0.27,3.5,5.8,0.612,1.8,2.3,0.808,1.3,6.4,7.7,1.9,1.7,0.4,2.7,6.1,17,95,108,0.5055912443492743,0.8796296296296297,A
Raul Neto,PG,29,WAS,70,19,1372,7.4,15.9,0.463,1.3,4.3,0.292,6.1,11.6,0.526,3,3.9,0.769,0.5,4.4,4.8,7.8,2,0.1,2.8,3.7,19,108,116,0.5392824704813806,0.9310344827586207,SE
Georges Niang,PF,28,PHI,76,7,1736,7.1,16.2,0.437,4.5,11.1,0.403,2.6,5.1,0.511,1.5,1.7,0.881,0.7,5.1,5.8,2.9,0.9,0.4,1.7,5.5,20.1,113,115,0.5929903233419873,0.9826086956521739,A
Jaylen Nowell,SG,22,MIN,62,1,975,9.6,20.2,0.475,3.1,7.8,0.394,6.5,12.3,0.526,3.5,4.5,0.783,1.1,4.9,6,6.3,1.3,0.5,1.8,3.6,25.7,121,115,0.5793507664562669,1.0521739130434782,NW
Frank Ntilikina,SG,23,DAL,58,5,685,6.5,16.4,0.399,2.8,8.2,0.342,3.7,8.2,0.455,1.8,1.8,0.96,0.9,4.9,5.8,5.1,2,0.5,2.3,4.5,17.6,104,110,0.5118659841786878,0.9454545454545454,SW
Jusuf Nurkić,C,27,POR,56,56,1579,9.9,18.6,0.535,0.5,1.7,0.268,9.5,16.8,0.563,5.7,8.3,0.69,5.2,14,19.2,4.9,1.9,1.1,4.4,5.8,26.1,112,112,0.5864641380550063,1,NW
David Nwaba,SF,29,HOU,46,4,609,6.6,13.8,0.483,1.2,3.8,0.306,5.5,9.9,0.551,3.8,5.2,0.716,3.2,8.6,11.8,2.7,2.2,1.6,1.6,4.3,18.2,117,113,0.5656389855793137,1.0353982300884956,SW
Jordan Nwora,SF,23,MIL,62,13,1185,7.5,18.7,0.403,3.2,9.2,0.348,4.3,9.5,0.455,1.5,1.7,0.837,1.5,7.5,9,2.4,1,0.7,2.3,3.2,19.7,100,113,0.5064788153023447,0.8849557522123894,C
Royce O'Neale,SF,28,UTA,77,77,2406,4.2,9.1,0.457,2.4,6.3,0.389,1.7,2.8,0.609,0.9,1.2,0.804,1.3,6.2,7.6,3.9,1.8,0.7,1.6,3.8,11.7,122,111,0.6076028250934773,1.0990990990990992,NW
Chuma Okeke,PF,23,ORL,70,20,1749,6,15.9,0.376,3.3,10.3,0.318,2.7,5.6,0.48,1.5,1.8,0.846,1.3,8.3,9.6,3.3,2.7,1.2,1.6,2.6,16.7,101,109,0.5002396357536544,0.926605504587156,SE
Josh Okogie,SG,23,MIN,49,6,516,3.9,9.6,0.404,1.3,4.3,0.298,2.6,5.3,0.491,3.2,4.7,0.686,2.7,3.8,6.5,2.3,2.4,1.1,2.1,4.9,12.3,107,112,0.5270826191292425,0.9553571428571429,NW
Onyeka Okongwu,C,21,ATL,48,6,992,7.7,11.2,0.69,0,0,NA,7.7,11.2,0.69,4,5.4,0.727,5.7,8.3,14,2.6,1.5,3,2.2,7.4,19.4,138,111,0.7144961697112551,1.2432432432432432,SE
Isaac Okoro,SF,21,CLE,67,61,1981,5.2,10.9,0.48,1.4,4,0.35,3.8,6.9,0.555,3,3.9,0.768,1.8,3.3,5.1,3.1,1.4,0.6,1.5,4.1,14.8,120,113,0.586556753329106,1.0619469026548674,C
Cedi Osman,SF,26,CLE,66,3,1462,8.4,19.5,0.432,4.4,12.3,0.357,4.1,7.3,0.559,3,4.5,0.664,0.9,4.1,5,4.6,1.8,0.3,2.3,4.3,24.2,111,112,0.563314711359404,0.9910714285714286,C
Kelly Oubre Jr.,SF,26,CHO,76,13,1999,9.8,22.4,0.44,4.6,13.3,0.345,5.3,9.1,0.578,3,4.5,0.667,1.9,5.4,7.2,2,1.8,0.7,1.6,4.5,27.3,111,115,0.5598851517637408,0.9652173913043478,SE
Eric Paschall,PF,25,UTA,58,3,736,7.7,15.8,0.485,2.7,7.3,0.37,5,8.5,0.583,4.4,5.8,0.767,2,5.1,7.1,2.4,0.6,0.3,1.8,3.4,22.4,123,115,0.6102877070619006,1.0695652173913044,NW
Chris Paul,PG,36,PHO,65,65,2139,8.2,16.6,0.493,1.4,4.5,0.317,6.7,12.1,0.559,3.8,4.5,0.837,0.5,5.9,6.4,15.8,2.7,0.4,3.4,3,21.6,124,107,0.581270182992465,1.158878504672897,NA
Cameron Payne,PG,27,PHO,58,12,1278,9,22.1,0.409,2.7,7.9,0.336,6.4,14.2,0.449,2.8,3.4,0.843,0.9,5.7,6.6,10.6,1.5,0.6,3.9,4.5,23.6,104,109,0.5000847601288354,0.9541284403669725,NA
Elfrid Payton,PG,27,PHO,50,1,549,5.9,15.3,0.383,0.4,1.6,0.222,5.5,13.8,0.401,1.1,2.8,0.375,1.8,5.9,7.7,8.7,2.2,0.5,4.1,3.3,13.1,87,108,0.3962013065569804,0.8055555555555556,NA
Gary Payton II,SG,29,GSW,71,16,1247,8.3,13.5,0.616,1.7,4.7,0.358,6.6,8.8,0.754,1.4,2.3,0.603,2.8,6.8,9.7,2.5,3.8,0.9,1.6,5.1,19.6,129,103,0.675303197353914,1.2524271844660195,P
Mason Plumlee,C,31,CHO,73,73,1793,5.5,8.6,0.641,0,0.1,0,5.5,8.5,0.645,1.8,4.6,0.392,4.7,10.4,15.1,6,1.6,1.4,2.7,6,12.8,122,111,0.6024096385542169,1.0990990990990992,SE
Jakob Poeltl,C,26,SAS,68,67,1970,10,16.1,0.618,0,0,1,10,16.1,0.618,2.3,4.6,0.495,6.4,9.1,15.4,4.6,1.1,2.9,2.7,5.2,22.3,123,110,0.6152063562127565,1.1181818181818182,SW
Aleksej Pokusevski,PF,20,OKC,61,12,1233,7.3,18,0.408,2.3,7.8,0.289,5.1,10.2,0.498,1.4,2,0.7,2.9,9.7,12.6,5.2,1.5,1.5,3.7,3.5,18.3,96,111,0.48463983050847464,0.8648648648648649,NW
Jordan Poole,SG,22,GSW,76,51,2283,10.1,22.6,0.448,4.5,12.4,0.364,5.6,10.2,0.55,5.3,5.7,0.925,0.7,4.8,5.6,6.5,1.3,0.5,4,4.4,30,112,110,0.5974191492751314,1.018181818181818,P
Kevin Porter Jr.,PG,21,HOU,61,61,1907,8.4,20.2,0.415,3.9,10.3,0.375,4.5,9.9,0.456,3.1,4.8,0.642,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117,0.5311043384725709,0.8803418803418803,SW
Otto Porter Jr.,PF,28,GSW,63,15,1396,6.7,14.5,0.464,2.8,7.5,0.37,3.9,7,0.565,1.7,2.1,0.803,3,9.6,12.6,3.3,2.4,1,1.3,2.9,18,121,104,0.5835062240663901,1.1634615384615385,P
Bobby Portis,C,26,MIL,72,59,2028,9.9,20.6,0.479,3.1,8,0.393,6.7,12.6,0.533,2,2.7,0.752,4.3,11.3,15.6,2,1.3,1.2,2.1,4.1,24.9,115,110,0.5714154580503029,1.0454545454545454,C
Kristaps Porziņģis,PF,26,TOT,51,51,1481,11.9,25.9,0.459,2.6,8.5,0.31,9.3,17.4,0.532,8.4,9.7,0.867,3.4,10.4,13.9,4,1.3,2.8,2.7,4.6,34.8,116,107,0.5767700875099443,1.0841121495327102,NA
Dwight Powell,C,30,DAL,82,71,1798,7.5,11.2,0.671,0.4,1,0.351,7.2,10.2,0.703,4.6,5.9,0.783,4.8,6.5,11.3,2.7,1,1.1,1.8,6.2,20.1,142,110,0.7284720208756162,1.290909090909091,SW
Norman Powell,SF-SG,28,TOT,45,41,1458,9.4,20.3,0.461,3.6,8.5,0.419,5.8,11.8,0.491,6.3,7.8,0.811,0.7,4.2,4.9,3.2,1.4,0.7,2.3,3.6,28.6,116,119,0.6025619416821171,0.9747899159663865,NA
Joshua Primo,SF,19,SAS,50,16,965,5,13.4,0.374,2.1,6.8,0.307,2.9,6.6,0.444,2.2,2.9,0.746,1.6,4,5.6,4,1,1.1,2.8,3.9,14.3,96,115,0.48718997001907877,0.8347826086956521,SW
Taurean Prince,PF,27,MIN,69,8,1177,7.2,15.8,0.454,3.5,9.3,0.376,3.7,6.5,0.565,2.5,3.3,0.756,1.1,6,7,2.7,1.9,0.9,2.1,4.7,20.3,112,112,0.5883375840482262,1,NW
Payton Pritchard,PG,24,BOS,71,2,1001,7.9,18.5,0.429,5,12.2,0.412,2.9,6.4,0.461,1,1,1,1.6,5.1,6.7,6.9,1.2,0.3,2,3,21.9,120,110,0.5781414994720169,1.0909090909090908,A
Immanuel Quickley,PG,22,NYK,78,3,1802,7.9,20.1,0.392,3.8,11,0.346,4.1,9.1,0.448,4.9,5.6,0.881,0.9,6,6.9,7.6,1.5,0.1,2.7,4.6,24.5,114,112,0.5429001950008864,1.0178571428571428,A
Julius Randle,PF,27,NYK,72,72,2544,10.1,24.5,0.411,2.4,7.7,0.308,7.7,16.8,0.458,6,7.9,0.756,2.5,11.6,14.1,7.3,1,0.8,4.8,4,28.5,102,109,0.5093651701458393,0.9357798165137615,A
Austin Reaves,SG,23,LAL,61,19,1418,4.9,10.7,0.459,1.8,5.6,0.317,3.1,5.1,0.616,3.3,4,0.839,1.5,5,6.5,3.7,1,0.7,1.4,2.9,15,123,116,0.6019261637239166,1.0603448275862069,P
Cam Reddish,SF,22,TOT,49,7,1012,8,19.9,0.404,3.2,9,0.359,4.8,10.9,0.442,4.9,5.5,0.902,1.2,3.9,5.1,2.3,2.3,0.7,2.8,2.9,24.2,105,114,0.5421146953405017,0.9210526315789473,NA
Davon Reed,SG,26,DEN,48,5,668,5.9,11.8,0.503,2.7,6.3,0.43,3.2,5.5,0.587,0.7,1.1,0.667,1,6.9,7.9,3.9,1.8,0.7,1.2,4.6,15.3,123,112,0.6227613155323999,1.0982142857142858,NW
Naz Reid,C,22,MIN,77,6,1215,9.1,18.6,0.489,2.2,6.5,0.343,6.9,12.1,0.568,4.5,5.8,0.765,4,7.8,11.8,2.8,1.6,2.8,3.2,6.7,24.9,113,109,0.5885968229954613,1.036697247706422,NW
Nick Richards,C,24,CHO,50,5,367,7.8,11.8,0.667,0,0,NA,7.8,11.8,0.667,3.9,5.6,0.698,4.4,6.8,11.2,1.7,1.2,2.7,3.1,6.7,19.6,122,113,0.6870443073471677,1.079646017699115,SE
Josh Richardson,SG,28,TOT,65,7,1600,7.2,16.4,0.438,3.1,7.6,0.415,4.1,8.8,0.458,2.9,3.3,0.889,1.3,4.4,5.7,3.5,1.7,0.9,2,3.6,20.4,113,110,0.5713645529912615,1.0272727272727273,NA
Josh Richardson,SG,28,BOS,44,0,1087,6.9,15.7,0.443,2.8,7.1,0.397,4.1,8.5,0.481,2.8,3.2,0.859,1.2,4.5,5.7,3,1.6,1.1,1.8,3.7,19.5,113,109,0.5699088145896657,1.036697247706422,A
Austin Rivers,SG,29,DEN,67,18,1480,4.8,11.6,0.417,2.6,7.7,0.342,2.2,3.9,0.563,1.1,1.5,0.727,0.6,3.1,3.8,3,1.7,0.2,1.8,4,13.4,104,115,0.5464926590538336,0.9043478260869565,NW
Duncan Robinson,SG,27,MIA,79,68,2043,7.1,17.8,0.399,5.7,15.3,0.372,1.4,2.5,0.569,1.2,1.5,0.836,0.6,4.4,5,3.2,1,0.3,1.5,4.9,21.1,113,112,0.5715059588299025,1.0089285714285714,SE
Mitchell Robinson,C,23,NYK,72,62,1848,7.1,9.3,0.761,0,0,NA,7.1,9.3,0.761,2.4,4.9,0.486,8,8.7,16.7,1,1.6,3.6,1.6,5.3,16.5,143,106,0.7201466480446926,1.349056603773585,A
Jeremiah Robinson-Earl,C,21,OKC,49,36,1087,6,14.5,0.414,2.6,7.4,0.352,3.4,7.1,0.478,1.8,2.4,0.741,3.4,8.9,12.3,2.2,1.3,0.7,1.7,3.4,16.4,108,113,0.5271277963486757,0.9557522123893806,NW
Isaiah Roby,PF,23,OKC,45,28,948,8.5,16.6,0.514,2.3,5.1,0.444,6.3,11.5,0.545,4,6,0.672,3.9,7.3,11.1,3.6,1.8,1.7,2.2,5.6,23.3,120,111,0.6055093555093555,1.0810810810810811,NW
Terrence Ross,SG,30,ORL,63,0,1448,7.3,18.5,0.397,2.6,8.8,0.292,4.8,9.7,0.493,3.7,4.3,0.862,0.7,4.7,5.4,3.9,0.9,0.4,2.5,2.3,21,100,116,0.5149078069831307,0.8620689655172413,SE
Terry Rozier,SG,27,CHO,73,73,2458,10.1,22.8,0.444,4.3,11.6,0.374,5.8,11.2,0.516,2.9,3.4,0.852,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,117,115,0.5659367797168259,1.017391304347826,SE
D'Angelo Russell,PG,25,MIN,65,65,2077,9.2,22.3,0.411,4,11.9,0.34,5.2,10.5,0.492,4.5,5.5,0.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3,26.9,112,115,0.544093851132686,0.9739130434782609,NW
Domantas Sabonis,PF,25,TOT,62,61,2136,10.1,17.6,0.573,0.9,2.9,0.312,9.2,14.8,0.623,5.6,7.6,0.741,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,121,113,0.6374140565317035,1.0707964601769913,NA
Domantas Sabonis,PF,25,IND,47,46,1632,9.9,17.1,0.58,1.1,3.2,0.324,8.9,13.9,0.639,5.7,7.7,0.74,4.7,12.4,17,7.1,1.4,0.7,4.3,4.4,26.6,123,114,0.6491604841858649,1.0789473684210527,C
Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,906,3.9,10.4,0.377,0.6,2.9,0.208,3.3,7.5,0.442,2.3,2.9,0.796,1.5,5.4,6.9,10,1.6,0.3,2.5,3.9,10.8,109,115,0.4624871531346352,0.9478260869565217,NA
Dennis Schröder,SG-PG,28,TOT,64,29,1837,8.4,19.4,0.431,2.3,6.7,0.344,6.1,12.7,0.477,4.2,4.9,0.853,0.9,4.8,5.7,7.9,1.4,0.2,3.8,4.1,23.2,107,112,0.5381332343663018,0.9553571428571429,NA
Dennis Schröder,SG,28,BOS,49,25,1433,8.9,20.3,0.44,2.3,6.7,0.349,6.6,13.6,0.485,4.3,5,0.848,1,4.7,5.7,7.2,1.4,0.2,3.6,4,24.4,108,110,0.5422222222222222,0.9818181818181818,A
Alperen Şengün,C,19,HOU,72,13,1489,8,16.8,0.474,0.9,3.7,0.248,7,13,0.539,5.3,7.4,0.711,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,107,113,0.550957319505385,0.9469026548672567,SW
Landry Shamet,SG,24,PHO,69,14,1437,6.4,16.2,0.394,4.1,11.2,0.368,2.3,5.1,0.45,2.3,2.7,0.84,0.5,3.7,4.2,3.6,0.9,0.3,1.4,3.1,19.2,111,112,0.5521048999309869,0.9910714285714286,NA
Pascal Siakam,PF,27,TOR,68,68,2578,11.6,23.4,0.494,1.5,4.2,0.344,10.1,19.2,0.527,5.5,7.3,0.749,2.5,8.8,11.2,7,1.6,0.8,3.5,4.4,30.1,116,110,0.5655343454080867,1.0545454545454545,A
Anfernee Simons,SG,22,POR,57,30,1681,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,3,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,112,121,0.5810657596371882,0.9256198347107438,NW
Marcus Smart,PG,27,BOS,71,71,2296,6.5,15.5,0.418,2.6,7.8,0.331,3.9,7.7,0.506,3.1,3.9,0.793,0.9,4.9,5.8,9,2.6,0.4,3.4,3.5,18.6,110,107,0.5401951672862454,1.02803738317757,A
Ish Smith,PG,33,TOT,65,1,1126,8,18.6,0.43,1.1,2.9,0.373,6.9,15.7,0.441,0.6,1,0.625,1.1,5,6.1,10.6,2,1,3.4,3.4,17.8,101,114,0.4674369747899159,0.8859649122807017,NA
Jalen Smith,PF,21,TOT,51,8,925,9.3,18.4,0.503,2.1,6.4,0.328,7.1,12,0.596,4.1,5.4,0.765,5.3,10.8,16.1,1.3,0.8,2.2,2.2,5,24.7,119,111,0.5944358875625722,1.072072072072072,NA
Tony Snell,SG,30,TOT,53,12,823,4.1,10.2,0.404,2.7,7.6,0.352,1.4,2.6,0.558,0.2,0.2,1,1,5.2,6.1,1.7,1,0.5,1.1,4.2,11.1,106,119,0.5394634525660965,0.8907563025210085,NA
Lance Stephenson,PG-SG,31,TOT,46,1,814,8.8,19.4,0.455,1.6,5.4,0.3,7.2,14,0.515,3.8,4.8,0.788,0.7,6.9,7.6,9.9,1.4,0.2,4.3,5.8,23.1,107,117,0.5369096318333954,0.9145299145299145,NA
Lamar Stevens,PF,24,CLE,63,13,1015,7.7,15.7,0.489,0.9,3.2,0.277,6.8,12.5,0.543,2.6,3.7,0.707,2.3,5.8,8.1,2.2,1.5,0.9,2,5.2,18.8,107,110,0.5424746075715605,0.9727272727272728,C
Isaiah Stewart,C,20,DET,71,71,1816,6.7,13.2,0.51,0.4,1.2,0.326,6.3,11.9,0.529,2,2.8,0.718,6.1,10.5,16.6,2.2,0.6,2.1,2.3,5.7,15.8,113,112,0.5473946784922396,1.0089285714285714,C
Max Strus,SF,25,MIA,68,16,1587,7.8,17.8,0.441,5.7,13.9,0.41,2.1,3.8,0.557,1.3,1.7,0.792,0.8,5.6,6.4,2.9,0.9,0.5,1.8,3.7,22.7,116,112,0.6119258141039464,1.0357142857142858,SE
Jalen Suggs,PG,20,ORL,48,45,1307,7.3,20.3,0.361,1.6,7.3,0.214,5.8,13,0.443,4.7,6,0.773,1,5.4,6.3,7.7,2.2,0.7,5.3,5.3,20.9,88,112,0.4555361813426329,0.7857142857142857,SE
