"","pos","pts","trb","ast","stl","blk"
"1","C",22.4454545454545,15.1030303030303,3.54848484848485,1.32878787878788,1.96212121212121
"2","PF",21.6328358208955,10.1611940298507,3.74179104477612,1.47164179104478,1.16567164179104
"3","PG",22.3844827586207,6.33103448275862,8.37413793103448,1.80344827586207,0.493103448275862
"4","SF",20.0411764705882,8.12058823529412,3.59117647058824,1.54411764705882,0.798529411764706
"5","SG",21.3284090909091,6.25909090909091,4.57727272727273,1.58409090909091,0.555681818181818
